Account,Date,Classification,daily_PnL,win_rate,avg_trade_size,num_trades,long_trades,short_trades,long_short_ratio,Trader_Type
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2024-03-09,Greed,2606.8947559999997,0.4696441032798325,7639.724411573472,3076,0,73,0.0,Frequent
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2024-07-03,Neutral,62586.1816,0.9175531914893617,2875.2178940961658,1643,738,265,2.7849056603668494,Frequent
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2024-10-27,Greed,1421755.845871,0.8042505592841164,2166.171861198738,1268,77,824,0.09344660194163416,Frequent
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2025-02-19,Fear,553818.000465,0.950592885375494,1818.587241192412,7380,677,123,5.504065040605658,Frequent
0xb899e522b5715391ae1d4f137653e7906c5e2115,2025-02-19,Fear,22488.500821,0.8034835289663006,22504.555828854896,4838,0,0,0.0,Frequent
0xbaaaf6571ab7d571043ff1e313a9609a10637864,2025-02-19,Fear,940157.212682,0.9911955977988994,3210.7751864086836,21190,1,2,0.49999999975,Frequent
0xbd5fead7180a9c139fa51a103cb6a2ce86ddb5c3,2024-10-27,Greed,11671.68,0.7735849056603774,2725.7805992509366,267,0,0,0.0,Infrequent
0xbd5fead7180a9c139fa51a103cb6a2ce86ddb5c3,2025-02-19,Fear,325441.97721599997,0.7974806201550387,8103.972912709181,2211,3,17,0.1764705882249135,Frequent
0xbee1707d6b44d4d52bfe19e41f8a828645437aab,2024-10-27,Greed,684215.002602,0.8260167376303039,2693.2837964180917,9883,2989,6706,0.44572025052185416,Frequent
0xbee1707d6b44d4d52bfe19e41f8a828645437aab,2025-02-19,Fear,126967.976166,0.7312847568800799,1554.8373344339798,26651,2923,3712,0.7874461206894431,Frequent
